page_content,text,url,customer_id,archived,language
"# Thẻ ghi nợ quốc tế Vietnam Airlines - VPBank Platinum: Tích lũy dặm bay |VPBank
## Hỏi đáp
### Thẻ ghi nợ quốc tế VNA /- VPBank Platinum Mastercard có ưu đãi tích điểm Loyalty không?
Dòng thẻ này không có chức năng tích lũy điểm thưởng
","Thẻ ghi nợ quốc tế Vietnam Airlines - VPBank Platinum: Tích lũy dặm bay |VPBank
Hỏi đáp
Thẻ ghi nợ quốc tế VNA - VPBank Platinum Mastercard có ưu đãi tích điểm Loyalty không?
Dòng thẻ này không có chức năng tích lũy điểm thưởng
",https://www.vpbank.com.vn/ca-nhan/dich-vu-the/the-ghi-no-quoc-te-vietnam-airlines-vpbank-platinum,VPBank,False,vi
"# Chuyển tiền quốc tế |VPBank
## Giới thiệu chung
VPBank là thành viên hệ thống viễn thông tài chính liên Ngân hàng quốc tế SWIFT và quan hệ đại lý với nhiều ngân hàng lớn trên toàn thế giới mang đến dịch vụ chuyển tiền hoặc nhận tiền quốc tế trên phạm vi toàn cầu nhanh chóng với chi phí hợp lí.","Chuyển tiền quốc tế |VPBank
Giới thiệu chung
VPBank là thành viên hệ thống viễn thông tài chính liên Ngân hàng quốc tế SWIFT và quan hệ đại lý với nhiều ngân hàng lớn trên toàn thế giới mang đến dịch vụ chuyển tiền hoặc nhận tiền quốc tế trên phạm vi toàn cầu nhanh chóng với chi phí hợp lí.
",https://www.vpbank.com.vn/ca-nhan/dich-vu-ca-nhan/dich-vu-chuyen-tien-quoc-te,VPBank,False,vi
"# Thẻ ghi nợ quốc tế VPBank Cashback: Hoàn tiền đến 8,4 triệu đồng/năm
## Tính năng nổi bật
* **Cơ chế hoàn tiền:**
/- Hoàn 0,5% cho tất cả chi tiêu ( ngoại trừ Quảng cáo, điện nước, hóa đơn), không giới hạn số tiền hoàn
/- Hoàn 0,3% không giới hạn số tiền hoàn cho chi tiêu Quảng cáo, điện nước, hóa đơn
/- Áp dụng cho chi tiêu của Hợp đồng thẻ từ 2 triệu trở lên trong tháng
* **Ưu đãi phí dành cho thẻ chính:**
/- Miễn phí thường niên năm đầu cho thẻ Chính
/- Miễn phí thường niên năm tiếp theo cho Thẻ chính nếu tổng doanh số giao dịch thanh toán của Hợp đồng thẻ trong năm liền trước đạt từ 30 triệu VND trở lên.
* **Hoàn đến 180,000 VND khi chi tiêu từ 200,000 VND trong 2 tháng đầu mở thẻ**
Chi tiết xem [tại đây](/-/media/vpbank-latest/1retail/files/cards/the-le-chuong-trinh-khuyen-mai-uu-dai-hoan-tien-danh-cho-the-ghi-no-quoc-te-vpbank-2023-final.pdf)
* Hoàn đến 1/.5 triệu khi chi tiêu và duy trì số dư tài khoản từ 2 triệu trong 3 tháng đầu mở thẻ. Thể lệ chi tiết [tại đây](/-/media/vpbank-latest/1retail/files/cards/website-uu-dai-hoan-tien-khi-chi-tieu-the-ghi-no-quoc-te-vpbank-mo-moi-trong-vong-3-thang-dau.pdf)","Thẻ ghi nợ quốc tế VPBank Cashback: Hoàn tiền đến 8,4 triệu đồng/năm
Tính năng nổi bật

- Cơ chế hoàn tiền:
- Hoàn 0,5% cho tất cả chi tiêu ( ngoại trừ Quảng cáo, điện nước, hóa đơn), không giới hạn số tiền hoàn
- Hoàn 0,3% không giới hạn số tiền hoàn cho chi tiêu Quảng cáo, điện nước, hóa đơn
- Áp dụng cho chi tiêu của Hợp đồng thẻ từ 2 triệu trở lên trong tháng
- Ưu đãi phí dành cho thẻ chính:
- Miễn phí thường niên năm đầu cho thẻ Chính
- Miễn phí thường niên năm tiếp theo cho Thẻ chính nếu tổng doanh số giao dịch thanh toán của Hợp đồng thẻ trong năm liền trước đạt từ 30 triệu VND trở lên.
- Hoàn đến 180,000 VND khi chi tiêu từ 200,000 VND trong 2 tháng đầu mở thẻ
Chi tiết xem tại đây
- Hoàn đến 1.5 triệu khi chi tiêu và duy trì số dư tài khoản từ 2 triệu trong 3 tháng đầu mở thẻ. Thể lệ chi tiết tại đây

",https://www.vpbank.com.vn/ca-nhan/dich-vu-the/the-ghi-no-quoc-te-vpbank-cashback-mastercard,VPBank,False,vi
"# Thẻ tín dụng VPBank Visa Platinum Travel Miles
## Hỏi đáp
### Phí thường niên thẻ tín dụng VPBank Travel Miles là bao nhiêu?
Phí thường niên thẻ chính: 899/.000 VNĐ.
Phí thường niên thẻ phụ: Miễn phí thường niên năm đầu tiên cho thẻ phụ. Các năm tiếp theo phí là 250/.000 VNĐ.
(Phí trên chưa bao gồm VAT)
","Thẻ tín dụng VPBank Visa Platinum Travel Miles
Hỏi đáp
Phí thường niên thẻ tín dụng VPBank Travel Miles là bao nhiêu?
Phí thường niên thẻ chính: 899.000 VNĐ.
Phí thường niên thẻ phụ: Miễn phí thường niên năm đầu tiên cho thẻ phụ. Các năm tiếp theo phí là 250.000 VNĐ.
(Phí trên chưa bao gồm VAT)
",https://www.vpbank.com.vn/ca-nhan/the-tin-dung/platinum-travel-miles,VPBank,False,vi
"# Vay lại khoản đã trả
## Hỏi đáp
### Yêu cầu về phía khách hàng ký trên Bản cam kết gồm những ai?
Bao gồm khách hàng và tất cả các chủ sở hữu trên giấy chủ quyền
","Vay lại khoản đã trả
Hỏi đáp
Yêu cầu về phía khách hàng ký trên Bản cam kết gồm những ai?
Bao gồm khách hàng và tất cả các chủ sở hữu trên giấy chủ quyền
",https://www.vpbank.com.vn/ca-nhan/vay/cho-vay-doi-voi-khach-hang-co-khoan-vay-the-chap,VPBank,False,vi
"# Gói sản phẩm tài khoản thanh toán AutoLink
## Thủ tục đăng ký
Áp dụng đối với cá nhân là người Việt Nam, người nước ngoài (thuộc đối tượng cư trú/không cư trú) từ đủ 15 tuổi trở lên và có đầy đủ năng lực hành vi dân sự.","Gói sản phẩm tài khoản thanh toán AutoLink
Thủ tục đăng ký
Áp dụng đối với cá nhân là người Việt Nam, người nước ngoài (thuộc đối tượng cư trú/không cư trú) từ đủ 15 tuổi trở lên và có đầy đủ năng lực hành vi dân sự.
",https://www.vpbank.com.vn/ca-nhan/tai-khoan-thanh-toan/goi-tai-khoan-thanh-toan-autolink,VPBank,False,vi
"# VPBANK NEO CARE - bảo hiểm tai nạn đa năng
## Hỏi đáp
### 3/. Tôi có thể mua tối đa bao nhiêu hợp đồng bảo hiểm?
Khách hàng có thể mua tối đa 1000 hợp đồng bảo hiểm VPBANK NEO Care tại mọi thời điểm.
","VPBANK NEO CARE - bảo hiểm tai nạn đa năng
Hỏi đáp
3. Tôi có thể mua tối đa bao nhiêu hợp đồng bảo hiểm?
Khách hàng có thể mua tối đa 1000 hợp đồng bảo hiểm VPBANK NEO Care tại mọi thời điểm.
",https://www.vpbank.com.vn/ca-nhan/bao-hiem/bao-hiem-neo-care,VPBank,False,vi
"# Thẻ tín dụng Number 1: Ứng tiền mặt khẩn cấp| VPBank
## Hỏi đáp
### Tôi muốn chủ động tăng hạn mức thẻ tín dụng thì phải làm sao?
**Quý khách có thể đến bất cứ Chi nhánh nào của VPBank và nói rõ nhu cầu cho Cán bộ bán hàng(CBBH) hoặc yêu cầu CBBH hỗ trợ trực tiếp tại địa điểm yêu cầu**
","Thẻ tín dụng Number 1: Ứng tiền mặt khẩn cấp| VPBank
Hỏi đáp
Tôi muốn chủ động tăng hạn mức thẻ tín dụng thì phải làm sao?
Quý khách có thể đến bất cứ Chi nhánh nào của VPBank và nói rõ nhu cầu cho Cán bộ bán hàng(CBBH) hoặc yêu cầu CBBH hỗ trợ trực tiếp tại địa điểm yêu cầu
",https://www.vpbank.com.vn/ca-nhan/the-tin-dung/the-tin-dung-number-1,VPBank,False,vi
"# Thẻ tín dụng MC2: An toàn cho mọi giao dịch
## Hỏi đáp
### Làm thế nào để đóng thẻ tín dụng VPBank?
Trong trường hợp Quý khách tạm thời không có nhu cầu sử dụng thẻ, quý khách có thể thực hiện tạm khóa thẻ để có thể mở lại sử dụng ngay khi có nhu cầu.
Trong trường hợp Quý khách muốn đóng thẻ, Quý khách vui lòng gọi tới tổng đài 24/7 qua số hotline **1900 545415** (đối với Khách hàng tiêu chuẩn) hoặc **1800 545415** (đối với khách hàng ưu tiên) để đóng thẻ tín dụng VPBank.
Hiện tại VPBank không thực hiện đóng thẻ tín dụng trên App VPBank NEO hoặc đóng thẻ tín dụng tại chi nhánh Ngân hàng
","Thẻ tín dụng MC2: An toàn cho mọi giao dịch
Hỏi đáp
Làm thế nào để đóng thẻ tín dụng VPBank?
Trong trường hợp Quý khách tạm thời không có nhu cầu sử dụng thẻ, quý khách có thể thực hiện tạm khóa thẻ để có thể mở lại sử dụng ngay khi có nhu cầu.
Trong trường hợp Quý khách muốn đóng thẻ, Quý khách vui lòng gọi tới tổng đài 24/7 qua số hotline 1900 545415 (đối với Khách hàng tiêu chuẩn) hoặc 1800 545415 (đối với khách hàng ưu tiên) để đóng thẻ tín dụng VPBank.
Hiện tại VPBank không thực hiện đóng thẻ tín dụng trên App VPBank NEO hoặc đóng thẻ tín dụng tại chi nhánh Ngân hàng
",https://www.vpbank.com.vn/ca-nhan/the-tin-dung/mc2-mastercard,VPBank,False,vi
"# Vay tín chấp ưu đãi Giáo viên
## Hỏi đáp

### Kể từ lúc nộp đủ hồ sơ cho ngân hàng, thì bao lâu tôi mới nhận được tiền?
Tối đa 3 ngày làm việc quý khách sẽ nhận được tiền.","Vay tín chấp ưu đãi Giáo viên
Hỏi đáp
Kể từ lúc nộp đủ hồ sơ cho ngân hàng, thì bao lâu tôi mới nhận được tiền?
Tối đa 3 ngày làm việc quý khách sẽ nhận được tiền.
",https://www.vpbank.com.vn/ca-nhan/vay/tin-chap-giao-vien,VPBank,False,vi
"# Dịch vụ chi trả lương
## Lợi ích
* Tiết kiệm chi phí cho công tác trả lương (Chi phí nhân sự, chi phí đầu tư máy kiểm đếm tiền,…)
* Tiết kiệm thời gian, giảm tải cho bộ phận kế toán tiền lương
* Hạn chế tối đa rủi ro so với trả lương bằng tiền mặt: Rủi ro tiền giả, tiền hư hỏng, thất thoát, nhầm lẫn trong quá trình kiểm đếm
* Tiện lợi cho nhân viên (đặc biệt nhân viên công tác xa thường xuyên), hỗ trợ nhân viên thanh toán chi phí sinh hoạt qua Ngân hàng Điện tử để yên tâm công tác, tăng năng suất lao động
* Ưu đãi dành cho Doanh nghiệp và nhân viên cao nhất thị trường: Miễn hoặc giảm các loại phí giao dịch, giảm lãi suất cho vay, hạn mức thấu chi, cho vay không tài sản đảm bảo cao, thủ tục nhanh gọn…","Dịch vụ chi trả lương
Lợi ích

- Tiết kiệm chi phí cho công tác trả lương (Chi phí nhân sự, chi phí đầu tư máy kiểm đếm tiền,…)
- Tiết kiệm thời gian, giảm tải cho bộ phận kế toán tiền lương
- Hạn chế tối đa rủi ro so với trả lương bằng tiền mặt: Rủi ro tiền giả, tiền hư hỏng, thất thoát, nhầm lẫn trong quá trình kiểm đếm
- Tiện lợi cho nhân viên (đặc biệt nhân viên công tác xa thường xuyên), hỗ trợ nhân viên thanh toán chi phí sinh hoạt qua Ngân hàng Điện tử để yên tâm công tác, tăng năng suất lao động
- Ưu đãi dành cho Doanh nghiệp và nhân viên cao nhất thị trường: Miễn hoặc giảm các loại phí giao dịch, giảm lãi suất cho vay, hạn mức thấu chi, cho vay không tài sản đảm bảo cao, thủ tục nhanh gọn…

",https://www.vpbank.com.vn/ca-nhan/dich-vu-ca-nhan/dich-vu-chi-tra-luong,VPBank,False,vi
